# M6 v11 canonical neutral chaoiton profile beta(r)
# ODE: beta'' + (2/r)beta' - (2/r^2)beta + lambda*beta + 4g*beta^3 = 0
"# g = 1.0, lambda = -0.26469686, m_J_raw = sqrt(-lambda) = 0.51448699"
"# eta = 0.42511430, H/Q_spherical = 2.11756090"
"# m_chi = 0.460004 MeV, m_J = 0.618427 MeV, C = 770.16 MeV*fm"
# natural length unit R_phys = hbar*c/m_e = 386.1593 fm
r_natural,r_fm,beta_natural,dbeta_dr_natural
13.97276486,5395.7127,2.4022492076e-04,-1.4288442576e-04
13.97956446,5398.3384,2.3925536160e-04,-1.4229749949e-04
13.98636405,5400.9641,2.3828978491e-04,-1.4171303528e-04
13.99316364,5403.5899,2.3732817405e-04,-1.4113102258e-04
13.99996324,5406.2156,2.3637051240e-04,-1.4055145085e-04
14.00676283,5408.8413,2.3541678332e-04,-1.3997430954e-04
14.01356242,5411.4670,2.3446697025e-04,-1.3939958816e-04
14.02036201,5414.0928,2.3352105683e-04,-1.3882727635e-04
14.02716161,5416.7185,2.3257902679e-04,-1.3825736379e-04
14.03396120,5419.3442,2.3164086386e-04,-1.3768984018e-04
14.04076079,5421.9699,2.3070655175e-04,-1.3712469521e-04
14.04756039,5424.5957,2.2977607426e-04,-1.3656191859e-04
14.05435998,5427.2214,2.2884941537e-04,-1.3600150021e-04
14.06115957,5429.8471,2.2792655917e-04,-1.3544342998e-04
14.06795917,5432.4729,2.2700748972e-04,-1.3488769782e-04
14.07475876,5435.0986,2.2609219110e-04,-1.3433429363e-04
14.08155835,5437.7243,2.2518064743e-04,-1.3378320738e-04
14.08835794,5440.3500,2.2427284305e-04,-1.3323442915e-04
14.09515754,5442.9758,2.2336876237e-04,-1.3268794908e-04
14.10195713,5445.6015,2.2246838981e-04,-1.3214375732e-04
14.10875672,5448.2272,2.2157170977e-04,-1.3160184399e-04
14.11555632,5450.8529,2.2067870672e-04,-1.3106219926e-04
14.12235591,5453.4787,2.1978936533e-04,-1.3052481346e-04
14.12915550,5456.1044,2.1890367034e-04,-1.2998967692e-04
14.13595510,5458.7301,2.1802160650e-04,-1.2945678001e-04
14.14275469,5461.3558,2.1714315855e-04,-1.2892611307e-04
14.14955428,5463.9816,2.1626831128e-04,-1.2839766650e-04
14.15635387,5466.6073,2.1539704970e-04,-1.2787143081e-04
14.16315347,5469.2330,2.1452935886e-04,-1.2734739657e-04
14.16995306,5471.8587,2.1366522384e-04,-1.2682555435e-04
14.17675265,5474.4845,2.1280462970e-04,-1.2630589470e-04
14.18355225,5477.1102,2.1194756157e-04,-1.2578840823e-04
14.19035184,5479.7359,2.1109400474e-04,-1.2527308567e-04
14.19715143,5482.3616,2.1024394463e-04,-1.2475991777e-04
14.20395103,5484.9874,2.0939736660e-04,-1.2424889533e-04
14.21075062,5487.6131,2.0855425604e-04,-1.2374000910e-04
14.21755021,5490.2388,2.0771459838e-04,-1.2323324989e-04
14.22434980,5492.8645,2.0687837926e-04,-1.2272860863e-04
14.23114940,5495.4903,2.0604558437e-04,-1.2222607629e-04
14.23794899,5498.1160,2.0521619939e-04,-1.2172564385e-04
14.24474858,5500.7417,2.0439021005e-04,-1.2122730228e-04
14.25154818,5503.3675,2.0356760205e-04,-1.2073104258e-04
14.25834777,5505.9932,2.0274836135e-04,-1.2023685588e-04
14.26514736,5508.6189,2.0193247395e-04,-1.1974473336e-04
14.27194696,5511.2446,2.0111992583e-04,-1.1925466617e-04
14.27874655,5513.8704,2.0031070301e-04,-1.1876664549e-04
14.28554614,5516.4961,1.9950479152e-04,-1.1828066253e-04
14.29234574,5519.1218,1.9870217759e-04,-1.1779670859e-04
14.29914533,5521.7475,1.9790284753e-04,-1.1731477505e-04
14.30594492,5524.3733,1.9710678762e-04,-1.1683485328e-04
14.31274451,5526.9990,1.9631398418e-04,-1.1635693462e-04
14.31954411,5529.6247,1.9552442352e-04,-1.1588101047e-04
14.32634370,5532.2504,1.9473809217e-04,-1.1540707235e-04
14.33314329,5534.8762,1.9395497673e-04,-1.1493511180e-04
14.33994289,5537.5019,1.9317506378e-04,-1.1446512038e-04
14.34674248,5540.1276,1.9239833991e-04,-1.1399708964e-04
14.35354207,5542.7533,1.9162479174e-04,-1.1353101115e-04
14.36034167,5545.3791,1.9085440608e-04,-1.1306687662e-04
14.36714126,5548.0048,1.9008716981e-04,-1.1260467777e-04
14.37394085,5550.6305,1.8932306979e-04,-1.1214440635e-04
14.38074044,5553.2562,1.8856209290e-04,-1.1168605409e-04
14.38754004,5555.8820,1.8780422605e-04,-1.1122961275e-04
14.39433963,5558.5077,1.8704945632e-04,-1.1077507420e-04
14.40113922,5561.1334,1.8629777086e-04,-1.1032243037e-04
14.40793882,5563.7591,1.8554915682e-04,-1.0987167317e-04
14.41473841,5566.3849,1.8480360136e-04,-1.0942279451e-04
14.42153800,5569.0106,1.8406109166e-04,-1.0897578634e-04
14.42833760,5571.6363,1.8332161507e-04,-1.0853064071e-04
14.43513719,5574.2621,1.8258515903e-04,-1.0808734971e-04
14.44193678,5576.8878,1.8185171095e-04,-1.0764590543e-04
14.44873637,5579.5135,1.8112125825e-04,-1.0720629996e-04
14.45553597,5582.1392,1.8039378839e-04,-1.0676852543e-04
14.46233556,5584.7650,1.7966928900e-04,-1.0633257404e-04
14.46913515,5587.3907,1.7894774777e-04,-1.0589843808e-04
14.47593475,5590.0164,1.7822915238e-04,-1.0546610980e-04
14.48273434,5592.6421,1.7751349053e-04,-1.0503558147e-04
14.48953393,5595.2679,1.7680074992e-04,-1.0460684538e-04
14.49633353,5597.8936,1.7609091846e-04,-1.0417989391e-04
14.50313312,5600.5193,1.7538398408e-04,-1.0375471950e-04
14.50993271,5603.1450,1.7467993475e-04,-1.0333131458e-04
14.51673230,5605.7708,1.7397875840e-04,-1.0290967159e-04
14.52353190,5608.3965,1.7328044302e-04,-1.0248978298e-04
14.53033149,5611.0222,1.7258497675e-04,-1.0207164130e-04
14.53713108,5613.6479,1.7189234779e-04,-1.0165523916e-04
14.54393068,5616.2737,1.7120254434e-04,-1.0124056915e-04
14.55073027,5618.8994,1.7051555462e-04,-1.0082762387e-04
14.55752986,5621.5251,1.6983136685e-04,-1.0041639593e-04
14.56432946,5624.1508,1.6914996943e-04,-1.0000687806e-04
14.57112905,5626.7766,1.6847135080e-04,-9.9599063007e-05
14.57792864,5629.4023,1.6779549943e-04,-9.9192943537e-05
14.58472823,5632.0280,1.6712240376e-04,-9.8788512406e-05
14.59152783,5634.6537,1.6645205228e-04,-9.8385762390e-05
14.59832742,5637.2795,1.6578443361e-04,-9.7984686364e-05
14.60512701,5639.9052,1.6511953647e-04,-9.7585277246e-05
14.61192661,5642.5309,1.6445734954e-04,-9.7187527950e-05
14.61872620,5645.1566,1.6379786153e-04,-9.6791431391e-05
14.62552579,5647.7824,1.6314106114e-04,-9.6396980501e-05
14.63232539,5650.4081,1.6248693728e-04,-9.6004168313e-05
14.63912498,5653.0338,1.6183547885e-04,-9.5612987893e-05
14.64592457,5655.6596,1.6118667481e-04,-9.5223432312e-05
14.65272416,5658.2853,1.6054051409e-04,-9.4835494639e-05
14.65952376,5660.9110,1.5989698564e-04,-9.4449167958e-05
14.66632335,5663.5367,1.5925607858e-04,-9.4064445451e-05
14.67312294,5666.1625,1.5861778208e-04,-9.3681320337e-05
14.67992254,5668.7882,1.5798208530e-04,-9.3299785835e-05
14.68672213,5671.4139,1.5734897742e-04,-9.2919835164e-05
14.69352172,5674.0396,1.5671844762e-04,-9.2541461559e-05
14.70032132,5676.6654,1.5609048525e-04,-9.2164658348e-05
14.70712091,5679.2911,1.5546507969e-04,-9.1789418898e-05
14.71392050,5681.9168,1.5484222036e-04,-9.1415736575e-05
14.72072009,5684.5425,1.5422189664e-04,-9.1043604744e-05
14.72751969,5687.1683,1.5360409796e-04,-9.0673016785e-05
14.73431928,5689.7940,1.5298881387e-04,-9.0303966172e-05
14.74111887,5692.4197,1.5237603401e-04,-8.9936446415e-05
14.74791847,5695.0454,1.5176574798e-04,-8.9570451021e-05
14.75471806,5697.6712,1.5115794541e-04,-8.9205973502e-05
14.76151765,5700.2969,1.5055261594e-04,-8.8843007380e-05
14.76831725,5702.9226,1.4994974935e-04,-8.8481546270e-05
14.77511684,5705.5483,1.4934933549e-04,-8.8121583819e-05
14.78191643,5708.1741,1.4875136418e-04,-8.7763113680e-05
14.78871603,5710.7998,1.4815582528e-04,-8.7406129500e-05
14.79551562,5713.4255,1.4756270863e-04,-8.7050624944e-05
14.80231521,5716.0512,1.4697200424e-04,-8.6696593763e-05
14.80911480,5718.6770,1.4638370215e-04,-8.6344029743e-05
14.81591440,5721.3027,1.4579779243e-04,-8.5992926671e-05
14.82271399,5723.9284,1.4521426511e-04,-8.5643278335e-05
14.82951358,5726.5542,1.4463311029e-04,-8.5295078534e-05
14.83631318,5729.1799,1.4405431815e-04,-8.4948321154e-05
14.84311277,5731.8056,1.4347787896e-04,-8.4603000116e-05
14.84991236,5734.4313,1.4290378299e-04,-8.4259109341e-05
14.85671196,5737.0571,1.4233202050e-04,-8.3916642750e-05
14.86351155,5739.6828,1.4176258176e-04,-8.3575594276e-05
14.87031114,5742.3085,1.4119545719e-04,-8.3235957937e-05
14.87711073,5744.9342,1.4063063725e-04,-8.2897727785e-05
14.88391033,5747.5600,1.4006811241e-04,-8.2560897872e-05
14.89070992,5750.1857,1.3950787314e-04,-8.2225462251e-05
14.89750951,5752.8114,1.3894990993e-04,-8.1891414984e-05
14.90430911,5755.4371,1.3839421337e-04,-8.1558750219e-05
14.91110870,5758.0629,1.3784077415e-04,-8.1227462136e-05
14.91790829,5760.6886,1.3728958292e-04,-8.0897544915e-05
14.92470789,5763.3143,1.3674063035e-04,-8.0568992736e-05
14.93150748,5765.9400,1.3619390713e-04,-8.0241799791e-05
14.93830707,5768.5658,1.3564940407e-04,-7.9915960353e-05
14.94510666,5771.1915,1.3510711202e-04,-7.9591468726e-05
14.95190626,5773.8172,1.3456702186e-04,-7.9268319216e-05
14.95870585,5776.4429,1.3402912443e-04,-7.8946506130e-05
14.96550544,5779.0687,1.3349341063e-04,-7.8626023784e-05
14.97230504,5781.6944,1.3295987146e-04,-7.8306866572e-05
14.97910463,5784.3201,1.3242849795e-04,-7.7989028923e-05
14.98590422,5786.9458,1.3189928118e-04,-7.7672505266e-05
14.99270382,5789.5716,1.3137221220e-04,-7.7357290028e-05
14.99950341,5792.1973,1.3084728207e-04,-7.7043377649e-05
15.00630300,5794.8230,1.3032448198e-04,-7.6730762643e-05
15.01310259,5797.4488,1.2980380318e-04,-7.6419439559e-05
15.01990219,5800.0745,1.2928523691e-04,-7.6109402945e-05
15.02670178,5802.7002,1.2876877441e-04,-7.5800647349e-05
15.03350137,5805.3259,1.2825440693e-04,-7.5493167329e-05
15.04030097,5807.9517,1.2774212586e-04,-7.5186957518e-05
15.04710056,5810.5774,1.2723192260e-04,-7.4882012582e-05
15.05390015,5813.2031,1.2672378860e-04,-7.4578327185e-05
15.06069975,5815.8288,1.2621771527e-04,-7.4275895994e-05
15.06749934,5818.4546,1.2571369406e-04,-7.3974713682e-05
15.07429893,5821.0803,1.2521171651e-04,-7.3674774999e-05
15.08109852,5823.7060,1.2471177424e-04,-7.3376074723e-05
15.08789812,5826.3317,1.2421385885e-04,-7.3078607635e-05
15.09469771,5828.9575,1.2371796193e-04,-7.2782368515e-05
15.10149730,5831.5832,1.2322407512e-04,-7.2487352153e-05
15.10829690,5834.2089,1.2273219014e-04,-7.2193553407e-05
15.11509649,5836.8346,1.2224229877e-04,-7.1900967171e-05
15.12189608,5839.4604,1.2175439279e-04,-7.1609588335e-05
15.12869568,5842.0861,1.2126846399e-04,-7.1319411794e-05
15.13549527,5844.7118,1.2078450415e-04,-7.1030432447e-05
15.14229486,5847.3375,1.2030250517e-04,-7.0742645264e-05
15.14909445,5849.9633,1.1982245902e-04,-7.0456045248e-05
15.15589405,5852.5890,1.1934435764e-04,-7.0170627399e-05
15.16269364,5855.2147,1.1886819299e-04,-6.9886386719e-05
15.16949323,5857.8404,1.1839395703e-04,-6.9603318220e-05
15.17629283,5860.4662,1.1792164183e-04,-6.9321416978e-05
15.18309242,5863.0919,1.1745123951e-04,-6.9040678102e-05
15.18989201,5865.7176,1.1698274220e-04,-6.8761096700e-05
15.19669161,5868.3433,1.1651614201e-04,-6.8482667883e-05
15.20349120,5870.9691,1.1605143107e-04,-6.8205386766e-05
15.21029079,5873.5948,1.1558860163e-04,-6.7929248533e-05
15.21709038,5876.2205,1.1512764597e-04,-6.7654248398e-05
15.22388998,5878.8463,1.1466855637e-04,-6.7380381572e-05
15.23068957,5881.4720,1.1421132512e-04,-6.7107643272e-05
15.23748916,5884.0977,1.1375594451e-04,-6.6836028718e-05
15.24428876,5886.7234,1.1330240695e-04,-6.6565533195e-05
15.25108835,5889.3492,1.1285070488e-04,-6.6296152021e-05
15.25788794,5891.9749,1.1240083074e-04,-6.6027880509e-05
15.26468754,5894.6006,1.1195277699e-04,-6.5760713979e-05
15.27148713,5897.2263,1.1150653608e-04,-6.5494647752e-05
15.27828672,5899.8521,1.1106210057e-04,-6.5229677215e-05
15.28508632,5902.4778,1.1061946306e-04,-6.4965797784e-05
15.29188591,5905.1035,1.1017861615e-04,-6.4703004876e-05
15.29868550,5907.7292,1.0973955246e-04,-6.4441293907e-05
15.30548509,5910.3550,1.0930226458e-04,-6.4180660301e-05
15.31228469,5912.9807,1.0886674525e-04,-6.3921099542e-05
15.31908428,5915.6064,1.0843298720e-04,-6.3662607144e-05
15.32588387,5918.2321,1.0800098321e-04,-6.3405178623e-05
15.33268347,5920.8579,1.0757072603e-04,-6.3148809492e-05
15.33948306,5923.4836,1.0714220843e-04,-6.2893495273e-05
15.34628265,5926.1093,1.0671542327e-04,-6.2639231547e-05
15.35308225,5928.7350,1.0629036346e-04,-6.2386013923e-05
15.35988184,5931.3608,1.0586702191e-04,-6.2133838012e-05
15.36668143,5933.9865,1.0544539153e-04,-6.1882699425e-05
15.37348102,5936.6122,1.0502546524e-04,-6.1632593779e-05
15.38028062,5939.2379,1.0460723605e-04,-6.1383516747e-05
15.38708021,5941.8637,1.0419069702e-04,-6.1135464035e-05
15.39387980,5944.4894,1.0377584121e-04,-6.0888431346e-05
15.40067940,5947.1151,1.0336266166e-04,-6.0642414384e-05
15.40747899,5949.7409,1.0295115146e-04,-6.0397408860e-05
15.41427858,5952.3666,1.0254130374e-04,-6.0153410540e-05
15.42107818,5954.9923,1.0213311173e-04,-5.9910415221e-05
15.42787777,5957.6180,1.0172656861e-04,-5.9668418698e-05
15.43467736,5960.2438,1.0132166759e-04,-5.9427416766e-05
15.44147695,5962.8695,1.0091840188e-04,-5.9187405229e-05
15.44827655,5965.4952,1.0051676479e-04,-5.8948379942e-05
15.45507614,5968.1209,1.0011674964e-04,-5.8710336790e-05
15.46187573,5970.7467,9.9718349789e-05,-5.8473271660e-05
15.46867533,5973.3724,9.9321558577e-05,-5.8237180437e-05
15.47547492,5975.9981,9.8926369356e-05,-5.8002059013e-05
15.48227451,5978.6238,9.8532775563e-05,-5.7767903331e-05
15.48907411,5981.2496,9.8140770679e-05,-5.7534709365e-05
15.49587370,5983.8753,9.7750348187e-05,-5.7302473088e-05
15.50267329,5986.5010,9.7361501569e-05,-5.7071190474e-05
15.50947288,5989.1267,9.6974224314e-05,-5.6840857502e-05
15.51627248,5991.7525,9.6588509997e-05,-5.6611470201e-05
15.52307207,5994.3782,9.6204352233e-05,-5.6383024632e-05
15.52987166,5997.0039,9.5821744640e-05,-5.6155516852e-05
15.53667126,5999.6296,9.5440680837e-05,-5.5928942922e-05
15.54347085,6002.2554,9.5061154449e-05,-5.5703298906e-05
15.55027044,6004.8811,9.4683159181e-05,-5.5478580918e-05
15.55707004,6007.5068,9.4306688784e-05,-5.5254785101e-05
15.56386963,6010.1325,9.3931737008e-05,-5.5031907599e-05
15.57066922,6012.7583,9.3558297603e-05,-5.4809944554e-05
15.57746881,6015.3840,9.3186364327e-05,-5.4588892114e-05
15.58426841,6018.0097,9.2815931017e-05,-5.4368746477e-05
15.59106800,6020.6354,9.2446991552e-05,-5.4149503868e-05
15.59786759,6023.2612,9.2079539812e-05,-5.3931160512e-05
15.60466719,6025.8869,9.1713569677e-05,-5.3713712633e-05
15.61146678,6028.5126,9.1349075035e-05,-5.3497156462e-05
15.61826637,6031.1384,9.0986049851e-05,-5.3281488277e-05
15.62506597,6033.7641,9.0624488129e-05,-5.3066704382e-05
15.63186556,6036.3898,9.0264383879e-05,-5.2852801084e-05
15.63866515,6039.0155,8.9905731106e-05,-5.2639774687e-05
15.64546474,6041.6413,8.9548523826e-05,-5.2427621502e-05
15.65226434,6044.2670,8.9192756127e-05,-5.2216337885e-05
15.65906393,6046.8927,8.8838422141e-05,-5.2005920221e-05
15.66586352,6049.5184,8.8485515998e-05,-5.1796364892e-05
15.67266312,6052.1442,8.8134031830e-05,-5.1587668283e-05
15.67946271,6054.7699,8.7783963777e-05,-5.1379826782e-05
15.68626230,6057.3956,8.7435306048e-05,-5.1172836823e-05
15.69306190,6060.0213,8.7088052898e-05,-5.0966694867e-05
15.69986149,6062.6471,8.6742198578e-05,-5.0761397374e-05
15.70666108,6065.2728,8.6397737343e-05,-5.0556940804e-05
15.71346067,6067.8985,8.6054663452e-05,-5.0353321624e-05
15.72026027,6070.5242,8.5712971236e-05,-5.0150536342e-05
15.72705986,6073.1500,8.5372655067e-05,-4.9948581494e-05
15.73385945,6075.7757,8.5033709318e-05,-4.9747453615e-05
15.74065905,6078.4014,8.4696128360e-05,-4.9547149242e-05
15.74745864,6081.0271,8.4359906574e-05,-4.9347664914e-05
15.75425823,6083.6529,8.4025038406e-05,-4.9148997214e-05
15.76105783,6086.2786,8.3691518346e-05,-4.8951142753e-05
15.76785742,6088.9043,8.3359340882e-05,-4.8754098138e-05
15.77465701,6091.5300,8.3028500503e-05,-4.8557859980e-05
15.78145660,6094.1558,8.2698991705e-05,-4.8362424891e-05
15.78825620,6096.7815,8.2370809050e-05,-4.8167789526e-05
15.79505579,6099.4072,8.2043947142e-05,-4.7973950568e-05
15.80185538,6102.0330,8.1718400582e-05,-4.7780904697e-05
15.80865498,6104.6587,8.1394163974e-05,-4.7588648594e-05
15.81545457,6107.2844,8.1071231929e-05,-4.7397178944e-05
15.82225416,6109.9101,8.0749599119e-05,-4.7206492473e-05
15.82905376,6112.5359,8.0429260260e-05,-4.7016585933e-05
15.83585335,6115.1616,8.0110210067e-05,-4.6827456075e-05
15.84265294,6117.7873,7.9792443255e-05,-4.6639099650e-05
15.84945254,6120.4130,7.9475954543e-05,-4.6451513414e-05
15.85625213,6123.0388,7.9160738718e-05,-4.6264694162e-05
15.86305172,6125.6645,7.8846790603e-05,-4.6078638714e-05
15.86985131,6128.2902,7.8534105021e-05,-4.5893343889e-05
15.87665091,6130.9159,7.8222676798e-05,-4.5708806510e-05
15.88345050,6133.5417,7.7912500763e-05,-4.5525023398e-05
15.89025009,6136.1674,7.7603571808e-05,-4.5341991417e-05
15.89704969,6138.7931,7.7295884864e-05,-4.5159707455e-05
15.90384928,6141.4188,7.6989434863e-05,-4.4978168398e-05
15.91064887,6144.0446,7.6684216736e-05,-4.4797371135e-05
15.91744847,6146.6703,7.6380225419e-05,-4.4617312557e-05
15.92424806,6149.2960,7.6077455911e-05,-4.4437989592e-05
15.93104765,6151.9217,7.5775903245e-05,-4.4259399193e-05
15.93784724,6154.5475,7.5475562460e-05,-4.4081538314e-05
15.94464684,6157.1732,7.5176428590e-05,-4.3904403908e-05
15.95144643,6159.7989,7.4878496678e-05,-4.3727992932e-05
15.95824602,6162.4246,7.4581761823e-05,-4.3552302380e-05
15.96504562,6165.0504,7.4286219164e-05,-4.3377329269e-05
15.97184521,6167.6761,7.3991863839e-05,-4.3203070617e-05
15.97864480,6170.3018,7.3698690988e-05,-4.3029523442e-05
15.98544440,6172.9276,7.3406695753e-05,-4.2856684764e-05
15.99224399,6175.5533,7.3115873337e-05,-4.2684551641e-05
15.99904358,6178.1790,7.2826218977e-05,-4.2513121153e-05
16.00584317,6180.8047,7.2537727913e-05,-4.2342390380e-05
16.01264277,6183.4305,7.2250395384e-05,-4.2172356405e-05
16.01944236,6186.0562,7.1964216634e-05,-4.2003016310e-05
16.02624195,6188.6819,7.1679186963e-05,-4.1834367214e-05
16.03304155,6191.3076,7.1395301707e-05,-4.1666406260e-05
16.03984114,6193.9334,7.1112556205e-05,-4.1499130590e-05
16.04664073,6196.5591,7.0830945793e-05,-4.1332537347e-05
16.05344033,6199.1848,7.0550465814e-05,-4.1166623675e-05
16.06023992,6201.8105,7.0271111664e-05,-4.1001386755e-05
16.06703951,6204.4363,6.9992878776e-05,-4.0836823788e-05
16.07383910,6207.0620,6.9715762584e-05,-4.0672931977e-05
16.08063870,6209.6877,6.9439758521e-05,-4.0509708526e-05
16.08743829,6212.3134,6.9164862027e-05,-4.0347150639e-05
16.09423788,6214.9392,6.8891068591e-05,-4.0185255556e-05
16.10103748,6217.5649,6.8618373741e-05,-4.0024020538e-05
16.10783707,6220.1906,6.8346773004e-05,-3.9863442846e-05
16.11463666,6222.8163,6.8076261910e-05,-3.9703519743e-05
16.12143626,6225.4421,6.7806835989e-05,-3.9544248493e-05
16.12823585,6228.0678,6.7538490826e-05,-3.9385626392e-05
16.13503544,6230.6935,6.7271222040e-05,-3.9227650759e-05
16.14183503,6233.3192,6.7005025251e-05,-3.9070318915e-05
16.14863463,6235.9450,6.6739896079e-05,-3.8913628178e-05
16.15543422,6238.5707,6.6475830149e-05,-3.8757575872e-05
16.16223381,6241.1964,6.6212823134e-05,-3.8602159348e-05
16.16903341,6243.8221,6.5950870744e-05,-3.8447375982e-05
16.17583300,6246.4479,6.5689968691e-05,-3.8293223152e-05
16.18263259,6249.0736,6.5430112683e-05,-3.8139698232e-05
16.18943219,6251.6993,6.5171298435e-05,-3.7986798601e-05
16.19623178,6254.3251,6.4913521711e-05,-3.7834521668e-05
16.20303137,6256.9508,6.4656778308e-05,-3.7682864864e-05
16.20983096,6259.5765,6.4401064026e-05,-3.7531825620e-05
16.21663056,6262.2022,6.4146374662e-05,-3.7381401367e-05
16.22343015,6264.8280,6.3892706020e-05,-3.7231589539e-05
16.23022974,6267.4537,6.3640053948e-05,-3.7082387599e-05
16.23702934,6270.0794,6.3388414333e-05,-3.6933793032e-05
16.24382893,6272.7051,6.3137783059e-05,-3.6785803323e-05
16.25062852,6275.3309,6.2888156011e-05,-3.6638415958e-05
16.25742812,6277.9566,6.2639529078e-05,-3.6491628423e-05
16.26422771,6280.5823,6.2391898195e-05,-3.6345438237e-05
16.27102730,6283.2080,6.2145259331e-05,-3.6199842935e-05
16.27782689,6285.8338,6.1899608457e-05,-3.6054840057e-05
16.28462649,6288.4595,6.1654941542e-05,-3.5910427141e-05
16.29142608,6291.0852,6.1411254559e-05,-3.5766601726e-05
16.29822567,6293.7109,6.1168543528e-05,-3.5623361382e-05
16.30502527,6296.3367,6.0926804499e-05,-3.5480703698e-05
16.31182486,6298.9624,6.0686033525e-05,-3.5338626263e-05
16.31862445,6301.5881,6.0446226661e-05,-3.5197126668e-05
16.32542405,6304.2138,6.0207379961e-05,-3.5056202505e-05
16.33222364,6306.8396,5.9969489525e-05,-3.4915851393e-05
16.33902323,6309.4653,5.9732551487e-05,-3.4776070972e-05
16.34582283,6312.0910,5.9496561981e-05,-3.4636858883e-05
16.35262242,6314.7167,5.9261517141e-05,-3.4498212767e-05
16.35942201,6317.3425,5.9027413103e-05,-3.4360130265e-05
16.36622160,6319.9682,5.8794246049e-05,-3.4222609047e-05
16.37302120,6322.5939,5.8562012189e-05,-3.4085646802e-05
16.37982079,6325.2197,5.8330707738e-05,-3.3949241222e-05
16.38662038,6327.8454,5.8100328909e-05,-3.3813389995e-05
16.39341998,6330.4711,5.7870871918e-05,-3.3678090814e-05
16.40021957,6333.0968,5.7642333024e-05,-3.3543341397e-05
16.40701916,6335.7226,5.7414708517e-05,-3.3409139481e-05
16.41381876,6338.3483,5.7187994688e-05,-3.3275482807e-05
16.42061835,6340.9740,5.6962187828e-05,-3.3142369111e-05
16.42741794,6343.5997,5.6737284232e-05,-3.3009796134e-05
16.43421753,6346.2255,5.6513280233e-05,-3.2877761643e-05
16.44101713,6348.8512,5.6290172199e-05,-3.2746263422e-05
16.44781672,6351.4769,5.6067956497e-05,-3.2615299258e-05
16.45461631,6354.1026,5.5846629494e-05,-3.2484866936e-05
16.46141591,6356.7284,5.5626187560e-05,-3.2354964245e-05
16.46821550,6359.3541,5.5406627105e-05,-3.2225588996e-05
16.47501509,6361.9798,5.5187944570e-05,-3.2096739022e-05
16.48181469,6364.6055,5.4970136397e-05,-3.1968412155e-05
16.48861428,6367.2313,5.4753199027e-05,-3.1840606227e-05
16.49541387,6369.8570,5.4537128906e-05,-3.1713319073e-05
16.50221346,6372.4827,5.4321922515e-05,-3.1586548550e-05
16.50901306,6375.1084,5.4107576370e-05,-3.1460292536e-05
16.51581265,6377.7342,5.3894086985e-05,-3.1334548908e-05
16.52261224,6380.3599,5.3681450875e-05,-3.1209315545e-05
16.52941184,6382.9856,5.3469664558e-05,-3.1084590326e-05
16.53621143,6385.6113,5.3258724587e-05,-3.0960371154e-05
16.54301102,6388.2371,5.3048627549e-05,-3.0836655949e-05
16.54981062,6390.8628,5.2839370031e-05,-3.0713442636e-05
16.55661021,6393.4885,5.2630948617e-05,-3.0590729135e-05
16.56340980,6396.1143,5.2423359898e-05,-3.0468513371e-05
16.57020939,6398.7400,5.2216600498e-05,-3.0346793290e-05
16.57700899,6401.3657,5.2010667073e-05,-3.0225566858e-05
16.58380858,6403.9914,5.1805556279e-05,-3.0104832039e-05
16.59060817,6406.6172,5.1601264772e-05,-2.9984586801e-05
16.59740777,6409.2429,5.1397789212e-05,-2.9864829109e-05
16.60420736,6411.8686,5.1195126291e-05,-2.9745556954e-05
16.61100695,6414.4943,5.0993272735e-05,-2.9626768343e-05
16.61780655,6417.1201,5.0792225267e-05,-2.9508461284e-05
16.62460614,6419.7458,5.0591980613e-05,-2.9390633787e-05
16.63140573,6422.3715,5.0392535500e-05,-2.9273283859e-05
16.63820532,6424.9972,5.0193886689e-05,-2.9156409533e-05
16.64500492,6427.6230,4.9996030971e-05,-2.9040008858e-05
16.65180451,6430.2487,4.9798965138e-05,-2.8924079885e-05
16.65860410,6432.8744,4.9602685983e-05,-2.8808620662e-05
16.66540370,6435.5001,4.9407190298e-05,-2.8693629241e-05
16.67220329,6438.1259,4.9212474912e-05,-2.8579103695e-05
16.67900288,6440.7516,4.9018536681e-05,-2.8465042113e-05
16.68580248,6443.3773,4.8825372463e-05,-2.8351442586e-05
16.69260207,6446.0030,4.8632979115e-05,-2.8238303205e-05
16.69940166,6448.6288,4.8441353497e-05,-2.8125622062e-05
16.70620125,6451.2545,4.8250492501e-05,-2.8013397270e-05
16.71300085,6453.8802,4.8060393048e-05,-2.7901626957e-05
16.71980044,6456.5059,4.7871052061e-05,-2.7790309255e-05
16.72660003,6459.1317,4.7682466460e-05,-2.7679442295e-05
16.73339963,6461.7574,4.7494633170e-05,-2.7569024207e-05
16.74019922,6464.3831,4.7307549145e-05,-2.7459053145e-05
16.74699881,6467.0088,4.7121211371e-05,-2.7349527276e-05
16.75379841,6469.6346,4.6935616832e-05,-2.7240444770e-05
16.76059800,6472.2603,4.6750762513e-05,-2.7131803797e-05
16.76739759,6474.8860,4.6566645400e-05,-2.7023602528e-05
16.77419718,6477.5118,4.6383262510e-05,-2.6915839153e-05
16.78099678,6480.1375,4.6200610890e-05,-2.6808511878e-05
16.78779637,6482.7632,4.6018687587e-05,-2.6701618912e-05
16.79459596,6485.3889,4.5837489645e-05,-2.6595158463e-05
